RefDes,X_mm,Y_mm,Rotation_deg,Functional_Group,Target,Placement_Method,Placement_Class,Authority,Status
R3,61.75,27.25,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R4,56.75,20.75,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R5,42.25,25.25,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R6,49,19.5,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R7,69,31.5,0,MCU,U2,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R8,54.5,16,0,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R9,58.5,20.75,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R10,42.25,24,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R11,56.75,19.5,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R12,40.5,28.5,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R13,63.5,28.5,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R14,40.5,31.5,0,MCU,MCU,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R15,63.5,31.5,0,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R16,42.25,36.5,180,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R17,59.75,40.25,0,AUDIO,U7,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R18,64.75,45.25,0,AUDIO,U7,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R19,8.5,42.5,0,MIC1,MIC1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R20,38.25,65.50,0,MIC2,MIC2,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R21,89.50,65.25,0,MIC3,MIC3,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R22,100.00,51.75,0,MIC4,MIC4,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R23,53.5,47.75,180,AUDIO,U18,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R24,12.00,34.25,0,CELL,Q1.1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R25,14.50,29.50,0,CELL,Q1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R26,13.75,34.25,0,CELL,Q2.1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R27,15.50,34.25,0,CELL,Q2,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R28,17.25,35.50,0,CELL,U16,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R29,17.25,29.5,0,CELL,U16,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R30,13.75,35.50,0,CELL,U8/U16,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R31,12.00,35.50,0,CELL,U8/U16,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R32,17.25,28.25,0,CELL,U16,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R33,17.25,34.25,0,CELL,U16,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R34,15.50,35.50,0,CELL,U16,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R35,38,58,0,CELL,CELL,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R36,10,45.75,0,CELL,CELL,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R37,39.75,55.5,0,CELL,CELL,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R38,38,59.25,0,CELL,CELL,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R39,10.00,50.75,180,CELL,CELL,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R40,10.00,52.00,180,CELL,CELL,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R41,39.75,56.75,0,CELL,CELL,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R42,10,57,0,CELL,U8,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R43,25.75,68,180,CELL,U8/J8 RF path,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R44,31.5,17.75,180,SIMCTRL,U13/Q3,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R45,36.5,13,180,SIMCTRL,U13,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R46,27.50,15.75,0,SIMCTRL,Q3.1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R47,31.5,16.5,0,SIMCTRL,Q3/U13,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R48,15.00,17.75,180,SIM1,J6,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R49,58.00,17.75,180,SIM2,J7,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R50,23.75,16.50,0,SIM1,J6/U14,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R51,25.00,20.75,0,SIM1,J6/U14,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R52,24.75,17.75,180,SIM1,J6/U14,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R53,66.75,16.50,0,SIM2,J7/U15,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R54,68.50,16.50,0,SIM2,J7/U15,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R55,66.75,17.75,180,SIM2,J7/U15,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R56,47.25,56.75,180,GNSS,U9,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R57,63.75,30,0,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R58,47.25,59.25,180,GNSS,U9,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R59,61,59.75,0,GNSS,U5,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R60,48.50,65.00,0,GNSS,GNSS,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R61,49.00,51.50,90,GNSS,GNSS,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R62,53.50,51.25,0,GNSS,GNSS,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R63,65.25,55,180,LORA,U10,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R64,82.75,55,0,LORA,U10,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R65,65.25,53.75,0,LORA,U10,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R66,82.75,53.75,0,LORA,U10,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R67,65.25,56.25,180,LORA,U10,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R68,82.75,56.25,180,LORA,U10,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R69,40.5,27.25,180,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R70,63.5,27.25,0,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R71,40.5,32.75,180,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R72,65.25,52.5,180,LORA,U10,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R73,67,69.25,0,LORA,U10/J10 RF path,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R74,102.25,41.75,0,BLE,U11,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R75,63.5,32.75,0,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R76,85.5,32.5,0,BLE,U11/U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R77,85.5,33.75,0,BLE,U6/U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R78,93,38,180,BLE,U6/U11,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R79,44.25,20.75,180,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R80,83.00,24.25,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R81,88.25,23.00,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R82,84.75,24.25,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R83,90.00,23.00,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R84,91.75,23.00,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R85,93.50,23.00,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R86,84.75,23.00,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R87,86.50,24.25,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R88,90.00,24.25,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R89,86.50,23.00,0,SD,SD,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R90,81.00,23.00,0,SD,J12,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R91,49,18.25,180,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R92,55,18.25,180,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R93,44.00,11.50,0,USB,USB,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R94,38.50,11.50,0,USB,USB,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R95,47,15,0,USB,U1/J11,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R96,42.25,22.75,0,MCU,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R97,43.00,12.75,0,USB,USB,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R98,40.00,12.75,0,USB,USB,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R99,102,16.75,0,TAMPER,TAMPER,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R100,96,28,180,TAMPER,U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R101,38.5,31,0,EOL,TP_EOL UART,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R102,38.5,33,180,EOL,TP_EOL UART,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
R103,27,22.5,0,MCU,J_PWR/U1,FUNCTIONAL_REGION_GREEDY,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U1,52,30,0,MCU,MCU,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U2,76,31.5,0,STORAGE,STORAGE,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U3,66,30.5,0,STORAGE,STORAGE,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U4,66,36.5,0,STORAGE,STORAGE,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U5,61,57,0,GNSS,GNSS,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U6,90.5,35.5,0,BLE,BLE,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U7,59.75,45.25,0,AUDIO,AUDIO,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U13,36.5,18,0,SIMCTRL,SIMCTRL,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U14,22.00,19.50,0,SIM1,SIM1,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U15,73.5,12,0,SIM2,SIM2,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U16,24,32.75,0,CELL,CELL,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
U17,47,46,0,AUDIO,AUDIO,ACTIVE_SKELETON,UNLOCKED_LAYOUT_CANDIDATE,PCB-MAIN-PLACEMENT-REPACK-REV-A,ENGINEERING_CANDIDATE_NOT_FOR_MANUFACTURE
