vector_id,source,start_s,pcm_file,fundamental_hz,harmonic_count,harmonic_step_hz,harmonic_stability,average_energy,rms,zero_crossing_rate,spectral_centroid_hz,spectral_flatness,spectral_bandwidth_hz,noise_floor,high_band_energy_6_10khz,fundamental_variation,harmonic_variation,frequency_modulation_index,spectral_roughness,doppler_stability,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12
vec_020,dji_mini_3pro.wav,21.5,vec_020.bin,267.31353792621223,2.0,2384.0,0.6275222525680881,0.05461365357041359,0.23369564302830634,0.19144500248015872,5706.521244668697,0.10688645392656326,4718.5592705996505,0.018698967498599145,0.08657793718331556,0.4499505498486931,0.0,1.0,0.4442836009640827,0.0,2.946255683898926,46.71708679199219,11.160181999206543,-0.47442734241485596,-3.8465075492858887,-0.11669143289327621,-16.68655776977539,-0.6836655735969543,-5.086155414581299,-5.550668716430664,-7.8258771896362305,-2.8863489627838135,-10.183636665344238,24.804773330688477,5.480656623840332,7.246270656585693,7.310373306274414,6.735086917877197,5.328855991363525,4.696929454803467,4.273015022277832,4.302083492279053,5.744444370269775,3.730573892593384,3.6910781860351562,2.9081242084503174
vec_021,dji_mini_3pro.wav,27.0,vec_021.bin,228.35224955615575,5.0,230.5,0.38577794933927145,0.050607550889253616,0.22496122085651477,0.2581225198412698,5770.394940931382,0.1657857447862625,4434.9756619115215,0.031466554308858447,0.1160263906056119,0.23530826072754493,1.0,0.9412330429101797,0.8619409049377421,0.0,33.74900436401367,40.26578903198242,-2.2611660957336426,3.504831075668335,1.4094935655593872,13.258015632629395,-9.373664855957031,4.54880428314209,0.2499539852142334,2.3353750705718994,-4.778031349182129,2.9567198753356934,-3.778465509414673,4.908340930938721,5.368906497955322,3.905014753341675,4.61358118057251,5.281625747680664,4.570657253265381,3.029407262802124,3.291520595550537,5.54752779006958,4.6362996101379395,4.521799087524414,4.134315013885498,3.6098814010620117
vec_022,dji_mini_3pro.wav,32.0,vec_022.bin,256.17998562137785,3.0,258.5,0.7518651701843555,0.034126896411180496,0.1847346648877262,0.18427579365079366,5109.105428127499,0.1044049859046936,4477.18413067003,0.013134432715426452,0.06835757105174384,0.17211492520319568,0.0019517527834472471,0.6884597008127827,0.4645764402940389,0.13942537398402155,-6.9557623863220215,60.46698760986328,2.3049111366271973,-2.6536433696746826,-3.7826271057128906,12.784051895141602,-8.417141914367676,3.543672800064087,-1.8873167037963867,0.8944685459136963,-9.236598014831543,-2.247645378112793,-7.781630516052246,16.916545867919922,7.6893134117126465,5.720067501068115,6.2076520919799805,6.434272289276123,5.990568161010742,5.956841468811035,6.917805194854736,5.817759990692139,4.075979232788086,4.572433948516846,4.49298620223999,3.690225601196289
vec_023,dji_mini_3pro.wav,37.5,vec_023.bin,248.84248787237578,2.0,5226.0,0.6828005754245996,0.05774644389748573,0.24030489778089362,0.17146422371031747,5015.760196157284,0.09202760457992554,4376.154142095311,0.014248728940919608,0.061100516864150696,0.3271098323897786,0.0,1.0,0.4778314999901119,0.0,21.87297248840332,55.85310363769531,-6.067198276519775,-1.315206527709961,-5.6356024742126465,7.2971320152282715,-11.903133392333984,-1.5965694189071655,-3.7677783966064453,-1.4427390098571777,-7.284344673156738,3.9653334617614746,-2.1671438217163086,8.28981876373291,5.866701602935791,5.590942859649658,3.9308226108551025,3.849412679672241,5.651614189147949,5.11871337890625,4.603271961212158,5.03812313079834,3.9148709774017334,4.097614288330078,5.032647609710693,4.8165998458862305
vec_024,dji_mini_3pro.wav,43.0,vec_024.bin,262.2388283675798,5.0,393.5,0.3604165951925036,0.05113079026341438,0.22612118490626743,0.1908637152777778,5111.7705856386065,0.10322000831365585,4425.46063310131,0.009180812623757173,0.07131387141419405,0.29166682549814027,1.0,1.0,0.2925619446611265,0.0,24.116256713867188,56.94727325439453,-5.117873668670654,-3.5174105167388916,-4.6432929039001465,7.165155410766602,-8.631082534790039,8.803534507751465,0.5449598431587219,2.0535061359405518,-9.017046928405762,-1.505686640739441,-8.390941619873047,6.3104424476623535,5.165891647338867,3.2209420204162598,4.340341567993164,5.583835124969482,5.918130874633789,4.55999231338501,4.141103267669678,4.166928768157959,3.6284701824188232,3.838578701019287,3.658414840698242,4.817261219024658
vec_025,dji_mini_3pro.wav,48.5,vec_025.bin,100.07984192506893,4.0,393.0,0.16470529783237853,0.05743210017681122,0.23964995342543094,0.1941344246031746,5160.42362962296,0.1133391261100769,4381.421889671514,0.020180087529660228,0.0831044884062338,0.7080623011132329,1.0,1.0,0.6297976964352475,0.0,33.041404724121094,53.46009826660156,-6.243390083312988,3.1495625972747803,0.24444419145584106,7.337993144989014,-13.824440956115723,0.5703844428062439,-4.744374752044678,-0.8700687289237976,-4.582528114318848,-0.5865375399589539,-3.707840919494629,5.706878662109375,5.263185501098633,8.679350852966309,3.633046865463257,4.556850433349609,5.328961372375488,4.250588893890381,4.51755952835083,5.623343467712402,6.186522960662842,3.9462690353393555,4.174899101257324,4.544661521911621
vec_026,dji_mini_3pro.wav,54.0,vec_026.bin,226.12128576819836,11.0,227.5,0.2941924752359014,0.05795730650424957,0.24074323771240091,0.2885897197420635,6376.315987777481,0.18357054889202118,4547.683426109892,0.015658264158612746,0.15040937946859773,0.5499426476239228,1.0,1.0,0.35527555902967956,0.0,33.63775634765625,26.267332077026367,-0.2882128059864044,1.9276421070098877,3.012012004852295,9.047313690185547,-13.270203590393066,0.7724503874778748,-1.8333321809768677,-2.5320310592651367,-10.947225570678711,-6.039223670959473,-10.673051834106445,5.370826721191406,5.2688703536987305,4.016777038574219,2.9155848026275635,3.8468198776245117,4.644066333770752,4.876992225646973,4.736211776733398,4.322911739349365,3.9489500522613525,3.685269355773926,3.4575939178466797,2.9854254722595215
vec_027,dji_mini_3pro.wav,59.0,vec_027.bin,176.81456603926318,2.0,346.0,0.6073402053209824,0.04430750384926796,0.21049347697557746,0.2000945560515873,5326.463053213119,0.10491587966680527,4370.068897913076,0.012199980805192315,0.09414561379168998,0.4947995437311502,0.0,1.0,0.35420031624735876,0.0,7.160057544708252,44.89772415161133,-7.245047569274902,2.7113845348358154,-0.27554839849472046,10.758573532104492,-13.586155891418457,3.2247824668884277,-2.711832284927368,-3.522296667098999,-12.8208589553833,-5.539530277252197,-5.751927375793457,7.730285167694092,7.815952301025391,6.1123127937316895,5.486797332763672,5.644129753112793,7.206073760986328,3.6683435440063477,3.619533061981201,4.292498588562012,6.221076488494873,5.433491230010986,4.225850582122803,4.562849044799805
vec_028,dji_mini_3pro.wav,64.5,vec_028.bin,88.15194454713925,6.0,441.0,0.2527706513231917,0.06229996308684349,0.24959960554224336,0.19698660714285715,5513.1963275422,0.11307161301374435,4546.849944080489,0.00925717599847613,0.07324436902939842,0.5493985526151296,1.0,1.0,0.253715718719894,0.0,25.32488441467285,44.18776321411133,-2.375913381576538,4.056797504425049,-1.591352105140686,-2.5926756858825684,-12.840982437133789,4.4571356773376465,-2.7898786067962646,-4.363992214202881,-11.368437767028809,-2.124846935272217,-2.8069674968719482,4.947464942932129,5.332337856292725,3.8291873931884766,4.021883964538574,4.350121974945068,3.9106879234313965,3.882859468460083,3.477276086807251,4.186211109161377,4.057059288024902,4.227745532989502,4.509352207183838,3.4606175422668457
vec_029,dji_mini_3pro.wav,70.0,vec_029.bin,131.07140884423944,16.0,258.0,0.4235862151784887,0.05163002386689186,0.22722241057363127,0.17978050595238096,5500.650414266047,0.09050747752189636,4532.729856534279,0.008034054749614402,0.07505056870644278,0.5121350807363096,0.797960948067158,1.0,0.22142130535666543,0.0,1.1078964471817017,44.778358459472656,5.9630208015441895,4.231428623199463,-6.329712390899658,-2.024338722229004,-22.68210792541504,-0.09866674244403839,-2.5761256217956543,0.48614370822906494,-8.11790657043457,-2.754859685897827,-2.007852554321289,8.76007080078125,6.056578159332275,5.778476238250732,5.73927640914917,5.626160621643066,4.600681304931641,4.763707637786865,3.9829909801483154,3.709151029586792,3.7721023559570312,5.140115737915039,3.8326988220214844,4.664228439331055
vec_030,dji_mini_3pro.wav,75.5,vec_030.bin,248.45359925918746,2.0,1249.0,0.5494409520335228,0.05646682158112526,0.23762748490257868,0.18812003968253968,5337.590342195973,0.10743637382984161,4509.88827800624,0.006570226038976885,0.07259228779794634,0.6234645510366158,0.0,1.0,0.19363729281505498,0.0,23.386064529418945,53.74169921875,11.308530807495117,15.298333168029785,9.529367446899414,16.355920791625977,-13.111026763916016,1.4902019500732422,-0.10465583950281143,5.236674785614014,-8.172717094421387,-1.2537997961044312,-3.195870876312256,9.398780822753906,5.519599437713623,3.0968494415283203,4.295177936553955,3.832688093185425,4.026116371154785,4.1893486976623535,3.4441354274749756,4.49345064163208,3.588280439376831,3.493077039718628,3.9238779544830322,3.977022409439087
